a,b,입력주소,X,Y,CLSS,PNU,주소구분,표준신주소,표준구주소,우편번호,행정동코드,행정동명,법정동코드,법정동명
복권전문점선산,경북 구미시 선산읍 완전리 11-3 세븐일레븐 편의점,경북 구미시 선산읍 완전리 11-3 세븐일레븐 편의점,128.3012697,36.2419352,정좌표,4.71903E+18,구주소,경상북도 구미시 선산읍 남문로 47-2,경상북도 구미시 선산읍 완전리 11-3,39125,4719025000,선산읍,4719025021,선산읍 완전리
오복슈퍼,경기 성남시 중원구 금광동 2880번지,경기 성남시 중원구 금광동 2880번지,127.1658992,37.4502557,정좌표,4.11331E+18,구주소,경기도 성남시 중원구 금빛로 95,경기도 성남시 중원구 금광동 2880,13167,4113354000,금광2동,4113310300,금광동
재벌 로터리,부산 중구 구덕로 1 재벌마트,부산 중구 구덕로 1 재벌마트,129.0354136,35.0976073,정좌표,2.61101E+18,새주소,부산광역시 중구 구덕로 1,부산광역시 중구 남포동1가 28,48984,2611058000,남포동,2611013600,남포동1가
가정슈퍼,인천 미추홀구 숙골로43번길 158-19,인천 미추홀구 숙골로43번길 158-19,126.65708,37.4671217,정좌표,2.81771E+18,새주소,인천광역시 미추홀구 숙골로43번길 158-19,인천광역시 미추홀구 도화동 81-5,22102,2817761000,도화2.3동,2817710400,도화동
아리러브마트복권방,울산 중구 유곡로 19-1,울산 중구 유곡로 19-1,129.3072283,35.5563662,정좌표,3.11101E+18,새주소,울산광역시 중구 유곡로 19-1,울산광역시 중구 태화동 22-25,44452,3111060000,태화동,3111011100,태화동
GS25(이천현대점),경기 이천시 대월면 대흥리 1-6번지,경기 이천시 대월면 대흥리 1-6번지,127.4749452,37.2495923,정좌표,4.15004E+18,구주소,경기도 이천시 대월면 대산로288번길 75,경기도 이천시 대월면 대흥리 1-6,17336,4150035000,대월면,4150035028,대월면 대흥리
일확천금로또판매점,충남 보령시 죽정동 691 다육농원(꽃가게)옆 점포,충남 보령시 죽정동 691 다육농원(꽃가게)옆 점포,126.6042022,36.3585272,정좌표,4.41801E+18,구주소,충청남도 보령시 지장골길 42,충청남도 보령시 죽정동 691,33441,4418051500,대천1동,4418010200,죽정동
좋은이웃들,경기 군포시 산본천로199번길 42-4,경기 군포시 산본천로199번길 42-4,126.9382976,37.3719034,정좌표,4.14101E+18,새주소,경기도 군포시 산본천로199번길 42-4,경기도 군포시 산본동 82-3,15806,4141054000,산본1동,4141010400,산본동
홍천대명로또,강원 홍천군 서면 굴업리 361-7 1층 (with-me편의점),강원 홍천군 서면 굴업리 361-7 1층 (with-me편의점),127.6741251,37.6149792,정좌표,5.17204E+18,구주소,강원특별자치도 홍천군 서면 한서로 2167,강원특별자치도 홍천군 서면 굴업리 361-7,25103,5172037000,서면,5172037024,서면 굴업리
구산복권방,경남 김해시 구산동 481-3번지 보보스빌딩108호,경남 김해시 구산동 481-3번지 보보스빌딩108호,128.8721808,35.2508677,정좌표,4.82501E+18,구주소,경상남도 김해시 가락로 291,경상남도 김해시 구산동 481-3,50905,4825055000,북부동,4825010600,구산동
신나라복권나라,서울 동대문구 왕산로 265 1층,서울 동대문구 왕산로 265 1층,127.0502279,37.5845851,정좌표,1.12301E+18,새주소,서울특별시 동대문구 왕산로 265,서울특별시 동대문구 청량리동 40-2,2488,1123070500,청량리동,1123010700,청량리동
GS25 동작양지,서울 동작구 상도동 365-1번지,서울 동작구 상도동 365-1번지,126.9383307,37.5047369,정좌표,1.15901E+18,구주소,서울특별시 동작구 상도로 177,서울특별시 동작구 상도동 365-1,6937,1159054000,상도2동,1159010200,상도동
로또25,울산 남구 삼산동 1543-1번지,울산 남구 삼산동 1543-1번지,129.3421772,35.5435803,정좌표,3.11401E+18,구주소,울산광역시 남구 돋질로 342,울산광역시 남구 삼산동 1543-1,44713,3114057000,삼산동,3114010600,삼산동
팡팡사동복권방,경기 안산시 상록구 석호로 189 101호,경기 안산시 상록구 석호로 189 101호,126.8525313,37.2959269,정좌표,4.12711E+18,새주소,경기도 안산시 상록구 석호로 189,경기도 안산시 상록구 사동 1304-10,15582,4127152500,사동,4127110300,사동
엑스트라,경기 안성시 인지동(안성2동) 419-2 1층 엑스트라비디오,경기 안성시 인지동(안성2동) 419-2 1층 엑스트라비디오,127.268388,37.0045808,정좌표,4.15501E+18,구주소,경기도 안성시 장기로 52,경기도 안성시 인지동 419-2,17583,4155052000,안성2동,4155011300,인지동
CU(마산합성점),경남 창원시 마산회원구 합성동 316-37번지,경남 창원시 마산회원구 합성동 316-37번지,128.5902269,35.2422321,정좌표,4.81271E+18,구주소,경상남도 창원시 마산회원구 합성동7길 48,경상남도 창원시 마산회원구 합성동 316-37,51355,4812759000,합성2동,4812710600,합성동
신규판매점,서울 광진구 자양4동 829번지 현대종합상가114호,서울 광진구 자양4동 829번지 현대종합상가114호,127.0669587,37.5331428,정좌표,1.12151E+18,구주소,서울특별시 광진구 능동로 19,서울특별시 광진구 자양동 829,5086,1121584700,자양4동,1121510500,자양동
욱일슈퍼,인천 부평구 경인로 1144,인천 부평구 경인로 1144,126.746724,37.4846315,정좌표,2.82371E+18,새주소,인천광역시 부평구 경인로 1144,인천광역시 부평구 일신동 110-5,21418,2823767000,일신동,2823710800,일신동
굿타임24아산석정점(구드림통신),충남 아산시 충무로 230,충남 아산시 충무로 230,127.0062769,36.7875921,도로중심좌표,44200,새주소,충청남도 아산시 충무로 230,충청남도 아산시,NULL,,,,
행복을주는집,충남 예산군 예덕로 13,충남 예산군 예덕로 13,126.6692576,36.705279,정좌표,4.48104E+18,새주소,충청남도 예산군 덕산면 예덕로 13,충청남도 예산군 덕산면 읍내리 341-22,32406,4481036000,덕산면,4481036021,덕산면 읍내리
로또판매점(바이더웨이),부산 금정구 구서동 415-2번지 세븐일레븐내,부산 금정구 구서동 415-2번지 세븐일레븐내,129.0908463,35.2465163,정좌표,2.64101E+18,구주소,부산광역시 금정구 금정로233번길 41,부산광역시 금정구 구서동 415-2,46243,2641068000,구서1동,2641010700,구서동
로또행운방,전북 전주시 완산구 효자동3가 1458-3번지,전북 전주시 완산구 효자동3가 1458-3번지,127.1004939,35.834388,정좌표,5.21111E+18,구주소,전북특별자치도 전주시 완산구 서곡1길 1-5,전북특별자치도 전주시 완산구 효자동3가 1458-3,54956,5211171300,효자3동,5211114200,효자동3가
CU(구미원평점),경북 구미시 원평동 1049번지,경북 구미시 원평동 1049번지,128.3446966,36.1257422,정좌표,4.71901E+18,구주소,경상북도 구미시 송원서로8길 4,경상북도 구미시 원평동 1049,39230,4719053500,원평동,4719010100,원평동
영남통상,경북 성주군 성주로 3228,경북 성주군 성주로 3228,128.2868953,35.9180264,정좌표,4.78403E+18,새주소,경상북도 성주군 성주읍 성주로 3228,경상북도 성주군 성주읍 경산리 21-7,40028,4784025000,성주읍,4784025021,성주읍 경산리
삼육구마트,서울 양천구 목동중앙서로 15-1 1층,서울 양천구 목동중앙서로 15-1 1층,126.8655328,37.5327852,정좌표,1.14701E+18,새주소,서울특별시 양천구 목동중앙서로 15-1,서울특별시 양천구 목동 790-21,7965,1147054000,목4동,1147010200,목동
심봤다복권나라,대구 북구 팔달로27길 81 1층,대구 북구 팔달로27길 81 1층,128.5679634,35.8922037,정좌표,2.72301E+18,새주소,대구광역시 북구 팔달로27길 81,대구광역시 북구 노원동3가 892-1,41557,2723079000,노원동,2723010900,노원동3가
세이브슈퍼,대구 수성구 달구벌대로 2467,대구 수성구 달구벌대로 2467,128.6325984,35.8590999,정좌표,2.72601E+18,새주소,대구광역시 수성구 달구벌대로 2467,대구광역시 수성구 범어동 167-7,42029,2726052000,범어2동,2726010100,범어동
GS25(대전원내점),대전 유성구 원내동 343-11번지,대전 유성구 원내동 343-11번지,127.3199881,36.2980352,정좌표,3.02001E+18,구주소,대전광역시 유성구 진잠로66번길 58,대전광역시 유성구 원내동 343-11,34230,3020052000,진잠동,3020010100,원내동
풍향동복권나라,광주 북구 필문대로 79,광주 북구 필문대로 79,126.928067,35.1627579,정좌표,2.91701E+18,새주소,광주광역시 북구 필문대로 79,광주광역시 북구 풍향동 581-17,61203,2917063500,풍향동,2917011100,풍향동
행복나라,경남 창원시 성산구 중앙동 97-6번지 캔버라타운1층103호 위드미 내,경남 창원시 성산구 중앙동 97-6번지 캔버라타운1층103호 위드미 내,128.6768208,35.2211998,정좌표,4.81231E+18,구주소,경상남도 창원시 성산구 중앙대로61번길 4,경상남도 창원시 성산구 중앙동 97-6,51522,4812352000,중앙동,4812312500,중앙동
씨유제주구남중앙점,제주 제주시 구남동2길 27,제주 제주시 구남동2길 27,126.5352614,33.4890686,정좌표,5.01101E+18,새주소,제주특별자치도 제주시 구남동2길 27,제주특별자치도 제주시 이도이동 2002-1,63232,5011054000,이도2동,5011010400,이도이동
행복나눔복권방,서울 강서구 가양동 155-8번지,서울 강서구 가양동 155-8번지,126.8411235,37.5688776,정좌표,1.15001E+18,구주소,서울특별시 강서구 양천로49길 4,서울특별시 강서구 가양동 155-8,7523,1150060300,가양1동,1150010400,가양동
충무로또,부산 서구 구덕로 115-2,부산 서구 구덕로 115-2,129.023323,35.0963939,정좌표,2.61401E+18,새주소,부산광역시 서구 구덕로 115-2,부산광역시 서구 충무동1가 17-12,49253,2614064000,충무동,2614012000,충무동1가
영일종합장식,경기 안산시 단원구 고잔로 112 신광프라자102호,경기 안산시 단원구 고잔로 112 신광프라자102호,126.8385563,37.3187046,정좌표,4.12731E+18,새주소,경기도 안산시 단원구 고잔로 112,경기도 안산시 단원구 고잔동 539-3,15361,4127353200,중앙동,4127310100,고잔동
씨스페이스(숭인2점),서울 종로구 숭인동(숭인제2동) 178-89,서울 종로구 숭인동(숭인제2동) 178-89,127.0198572,37.5745515,정좌표,1.11102E+18,구주소,서울특별시 종로구 종로 383,서울특별시 종로구 숭인동 178-89,3112,1111071000,숭인2동,1111017500,숭인동
사거리슈퍼,부산 사상구 감전동 118-8번지 세븐일레븐편의점,부산 사상구 감전동 118-8번지 세븐일레븐편의점,128.9906544,35.1556077,정좌표,2.65301E+18,구주소,부산광역시 사상구 학감대로 277,부산광역시 사상구 감전동 118-8,46984,2653064500,감전동,2653010500,감전동
우리상회,인천 동구 송림동 31-16번지,인천 동구 송림동 31-16번지,126.6498596,37.4776355,정좌표,2.81401E+18,구주소,인천광역시 동구 송림로 139,인천광역시 동구 송림동 31-16,NULL,2814061000,송림4동,2814010700,송림동
소요산복권판매점,경기 동두천시 평화로2922번길 2,경기 동두천시 평화로2922번길 2,127.0619171,37.9472369,정좌표,4.12501E+18,새주소,경기도 동두천시 평화로2922번길 2,경기도 동두천시 상봉암동 131-16,11307,4125058000,소요동,4125010900,상봉암동
로또천안성남점,충남 천안시 동남구 신사대화로 148,충남 천안시 동남구 신사대화로 148,127.2363968,36.7422868,정좌표,4.41313E+18,새주소,충청남도 천안시 동남구 성남면 신사대화로 148,충청남도 천안시 동남구 성남면 신사리 332-1,31245,4413134000,성남면,4413134027,성남면 신사리
조은복권방,울산 남구 수암로 124,울산 남구 수암로 124,129.3207319,35.5276567,정좌표,3.11401E+18,새주소,울산광역시 남구 수암로 124,울산광역시 남구 야음동 698-1,44749,3114054000,신정4동,3114010800,야음동
샘복권방,울산 울주군 천상중앙길 69,울산 울주군 천상중앙길 69,129.2287331,35.5630232,정좌표,3.17103E+18,새주소,울산광역시 울주군 범서읍 천상중앙길 69,울산광역시 울주군 범서읍 천상리 645,44930,3171025900,범서읍,3171025922,범서읍 천상리
쌍굴다리슈퍼,경기 부천시 부천로 173 1층 일부,경기 부천시 부천로 173 1층 일부,126.7858779,37.4994209,정좌표,4119,새주소,경기도 부천시 춘의동 부천로 173,경기도 부천시 춘의동,14553,4119259000,춘의동,,춘의동
명진슈퍼,경기 의왕시 고천동 295-26,경기 의왕시 고천동 295-26,126.9744186,37.349236,정좌표,4.14301E+18,구주소,경기도 의왕시 효행로 15,경기도 의왕시 고천동 295-26,16061,4143051000,고천동,4143010100,고천동
봉의산마트,강원 춘천시 춘천로 326 1층,강원 춘천시 춘천로 326 1층,127.7487523,37.8826003,정좌표,5.11101E+18,새주소,강원특별자치도 춘천시 춘천로 326,강원특별자치도 춘천시 후평동 727-3,24297,5111061100,후평3동,5111012000,후평동
한솔사,인천 미추홀구 경인로 384 1층 1호,인천 미추홀구 경인로 384 1층 1호,126.6826055,37.4580655,정좌표,2.81771E+18,새주소,인천광역시 미추홀구 경인로 384,인천광역시 미추홀구 주안동 434-1,22148,2817765000,주안4동,2817710500,주안동
로또삼각점,광주 북구 삼각동 755-16,광주 북구 삼각동 755-16,126.9010428,35.1937756,정좌표,2.91701E+18,구주소,광주광역시 북구 설죽로370번길 25,광주광역시 북구 삼각동 755-16,61051,2917066600,삼각동,2917011600,삼각동
농산물직판장,전북 군산시 백토로 128,전북 군산시 백토로 128,126.7055276,35.9676384,정좌표,5.21301E+18,새주소,전북특별자치도 군산시 백토로 128,전북특별자치도 군산시 나운동 501,54135,5213070200,나운2동,5213014400,나운동
